Name,Team,Name,Age,G,AB,PA,H,2B,3B,HR,R,RBI,BB,SO,AVG,OBP,SLG,wOBA,WAR,wRC+,NameASCII,PlayerId,MLBAMID
"Anthony Seigler","MIL","Anthony Seigler",26,11,23,25,4,0,0,0,2,2,1,3,0.173913043,0.24,0.173913043,0.19773775815963746,-0.1448840019297349,21.78715281641962,"Anthony Seigler",23802,678011
"Billy McKinney","TEX","Billy McKinney",30,2,7,8,1,0,0,0,1,0,1,1,0.142857142,0.25,0.142857142,0.19673939049243927,-0.08512386055824864,21.46919589764645,"Billy McKinney",15654,641856
"Ezequiel Duran","TEX","Ezequiel Duran",26,43,85,95,12,6,0,0,4,5,4,32,0.14117647,0.212765957,0.211764705,0.1963948645490281,-0.3946827759576568,21.231847040638936,"Ezequiel Duran",23733,677649
"Ali Sánchez","TOR","Ali Sánchez",28,5,11,11,2,1,0,0,0,0,0,3,0.181818181,0.181818181,0.272727272,0.19402908195148816,-0.022062379033768297,18.80022232386958,"Ali Sanchez",18551,645305
"Jacob Hurtubise","CIN","Jacob Hurtubise",27,12,12,15,1,0,0,0,3,0,1,6,0.083333333,0.266666666,0.083333333,0.2012337366739909,-0.09499035300978192,18.547524410423126,"Jacob Hurtubise",27599,674441
"Scott Kingery","LAA","Scott Kingery",31,13,25,27,4,1,0,0,3,0,2,10,0.16,0.222222222,0.2,0.1956351907164962,-0.2735464067295866,18.124753528822595,"Scott Kingery",17975,664068
"Yanquiel Fernández","COL","Yanquiel Fernández",22,15,43,44,9,2,0,0,4,2,1,12,0.209302325,0.227272727,0.255813953,0.2130045321854678,-0.42333837363139154,17.838161172441627,"Yanquiel Fernandez",28552,692585
"Oliver Dunn","MIL","Oliver Dunn",27,14,36,41,6,2,0,0,4,6,2,11,0.166666666,0.205128205,0.222222222,0.19016589873876327,-0.3115533584435283,16.600504107455777,"Oliver Dunn",26295,686554
"Hayden Senger","NYM","Hayden Senger",28,21,46,49,8,1,0,0,5,0,2,14,0.173913043,0.208333333,0.195652173,0.183579054971536,-0.01245224689007092,14.634858512998585,"Hayden Senger",21489,663584
"Jace Jung","DET","Jace Jung",24,18,45,53,5,0,0,0,8,3,7,15,0.111111111,0.245283018,0.111111111,0.18820526577391714,-0.2584346192815258,13.93361593032979,"Jace Jung",31437,690291
"Orlando Arcia","- - -","Orlando Arcia",30,49,131,137,22,2,1,2,7,6,6,30,0.167938931,0.204379562,0.244274809,0.19936543833600343,-0.9280928276009185,11.574320270622497,"Orlando Arcia",13185,606115
"Austin Nola","COL","Austin Nola",35,8,26,27,6,0,0,0,2,0,0,3,0.23076923,0.23076923,0.23076923,0.20363333592048058,-0.23097018181102774,11.418984546519612,"Austin Nola",15941,543592
"Connor Wong","BOS","Connor Wong",29,37,93,104,14,1,0,0,7,1,9,24,0.150537634,0.23076923,0.161290322,0.18912581583628288,-0.7565628393952297,10.622201083984189,"Connor Wong",19896,657136
"Aaron Schunk","COL","Aaron Schunk",27,11,28,29,6,1,0,0,1,0,0,8,0.214285714,0.214285714,0.25,0.20228444252695357,-0.22186531254722114,10.495005931863954,"Aaron Schunk",25524,668845
"Jeimer Candelario","CIN","Jeimer Candelario",31,22,80,91,9,2,0,2,3,10,9,29,0.1125,0.197802197,0.2125,0.18916688777588225,-0.683938688066571,10.281852429496235,"Jeimer Candelario",13621,600869
"Jack Suwinski","PIT","Jack Suwinski",26,25,59,68,6,1,0,1,5,2,9,30,0.101694915,0.220588235,0.169491525,0.18434289676039967,-0.5536447677574561,9.97384897427566,"Jack Suwinski",22244,669261
"Cody Freeman","TEX","Cody Freeman",24,4,7,7,1,1,0,0,2,1,0,2,0.142857142,0.142857142,0.285714285,0.17884411130632674,-0.061860782222580096,9.14088175502988,"Cody Freeman",25629,683227
"Will Brennan","CLE","Will Brennan",27,6,11,13,1,0,0,0,0,0,1,1,0.09090909,0.23076923,0.09090909,0.17663158361728376,-0.11183030130959361,7.395766128261888,"Will Brennan",25660,686823
"Jose Miranda","MIN","Jose Miranda",27,12,36,36,6,0,0,1,2,5,0,13,0.166666666,0.166666666,0.25,0.17915123369958666,-0.40607202590832014,7.188953331803138,"Jose Miranda",20538,669304
"Jorge Barrosa","ARI","Jorge Barrosa",24,7,18,19,3,2,0,0,1,4,0,7,0.166666666,0.157894736,0.277777777,0.17822256213740298,-0.082674877062426,6.680704423450188,"Jorge Barrosa",23968,678489
"Coco Montes","TBR","Coco Montes",28,5,10,10,2,0,0,0,0,1,0,3,0.2,0.2,0.2,0.1764822244644165,-0.03927582225052194,5.225940289396277,"Coco Montes",21547,663796
"Rece Hinds","CIN","Rece Hinds",24,14,42,43,5,1,0,2,6,3,1,20,0.119047619,0.139534883,0.285714285,0.1810002936873325,-0.4780847425859356,4.68781636363406,"Rece Hinds",27493,677956
"Zac Veen","COL","Zac Veen",23,12,34,37,4,1,0,1,1,2,2,14,0.117647058,0.189189189,0.235294117,0.19349792680224856,-0.31498199909167834,4.476329685155396,"Zac Veen",27770,691728
"Jose Siri","NYM","Jose Siri",29,10,20,24,1,1,0,0,5,1,4,8,0.05,0.208333333,0.1,0.16741353273391724,-0.21001923807753411,3.561635889196637,"Jose Siri",17452,642350
"Yuli Gurriel","SDP","Yuli Gurriel",41,16,36,40,4,1,0,0,2,3,4,8,0.111111111,0.2,0.138888888,0.16662895381450654,-0.42193444752355347,3.461772268822004,"Yuli Gurriel",19198,493329
"Jhonkensy Noel","CLE","Jhonkensy Noel",23,49,107,111,15,2,0,2,12,9,3,35,0.140186915,0.162162162,0.214953271,0.1654020676741729,-1.1470353018393087,-0.3404082435594685,"Jhonkensy Noel",24257,678877
"Andrés Chaparro","WSN","Andrés Chaparro",26,4,11,12,1,1,0,0,0,0,1,3,0.09090909,0.166666666,0.181818181,0.16195106506347656,-0.13730234844929762,-3.4608553904927515,"Andres Chaparro",21797,665953
"Alan Trejo","COL","Alan Trejo",29,14,40,43,7,2,0,0,3,1,1,7,0.175,0.19047619,0.225,0.18112802789324806,-0.3559817020827535,-3.99692855171949,"Alan Trejo",20056,676701
"Kris Bryant","COL","Kris Bryant",33,11,39,41,6,2,0,0,2,1,2,13,0.153846153,0.195121951,0.205128205,0.18088951343443335,-0.4946262929184898,-4.160308593677224,"Kris Bryant",15429,592178
"Luis Guillorme","HOU","Luis Guillorme",30,12,20,21,3,0,0,0,2,0,1,8,0.15,0.19047619,0.15,0.15898749374207996,-0.04492309333176393,-5.368764325297897,"Luis Guillorme",16451,641645
"Luis Campusano","SDP","Luis Campusano",26,10,21,27,0,0,0,0,0,0,6,11,0,0.222222222,0,0.15366755591498482,-0.3551870840235748,-5.416656918147745,"Luis Campusano",22217,669134
"Jacob Stallings","- - -","Jacob Stallings",35,43,119,129,16,4,0,0,5,9,6,40,0.134453781,0.1953125,0.168067226,0.1711912420578301,-1.454370286957608,-6.655157872601536,"Jacob Stallings",13723,607732
"Akil Baddoo","DET","Akil Baddoo",26,7,17,18,2,1,0,0,0,1,1,5,0.117647058,0.166666666,0.176470588,0.15699021683798897,0.019588074850991778,-7.570878369927608,"Akil Baddoo",22168,668731
"Ryan Vilade","- - -","Ryan Vilade",26,8,13,15,1,0,0,0,1,0,2,5,0.076923076,0.2,0.076923076,0.15102794170379638,-0.1834365445601097,-8.81532227744968,"Ryan Vilade",22165,668723
"CJ Alexander","ATH","CJ Alexander",28,6,17,17,3,0,0,0,0,0,0,8,0.176470588,0.176470588,0.176470588,0.15571960982154398,-0.25694010658257305,-11.015060414605319,"CJ Alexander",20557,680769
"Vinny Capra","- - -","Vinny Capra",28,47,96,105,12,2,0,1,10,6,3,25,0.125,0.156862745,0.177083333,0.14980111694803425,-0.9466954273477903,-11.274179601194668,"Vinny Capra",25040,681962
"Blake Sabol","BOS","Blake Sabol",27,8,16,18,2,1,0,0,2,1,1,7,0.125,0.166666666,0.1875,0.15699021683798897,-0.2346581005447309,-11.5164733391325,"Blake Sabol",25805,666165
"Luke Williams","ATL","Luke Williams",28,31,18,19,2,1,0,0,3,2,0,6,0.111111111,0.157894736,0.166666666,0.15034817708166023,-0.27650411902358984,-11.899694880622095,"Luke Williams",19931,663897
"Ryan Kreidler","DET","Ryan Kreidler",27,17,38,44,4,0,0,0,5,0,4,19,0.105263157,0.19047619,0.105263157,0.14989667847042992,-0.4147646413508299,-12.45771855098704,"Ryan Kreidler",25867,668952
"Ben Rortvedt","TBR","Ben Rortvedt",27,26,63,70,6,1,0,0,2,6,7,14,0.095238095,0.185714285,0.111111111,0.1500641771725246,-0.6493479430543688,-12.97383087157522,"Ben Rortvedt",20287,666163
"Tirso Ornelas","SDP","Tirso Ornelas",25,7,14,16,1,0,0,0,0,1,2,2,0.071428571,0.1875,0.071428571,0.1415886953473091,-0.18968884413075754,-13.690556773760315,"Tirso Ornelas",22566,672359
"Carson McCusker","MIN","Carson McCusker",27,5,6,6,1,0,0,0,0,0,0,4,0.166666666,0.166666666,0.166666666,0.14706852038701376,-0.08547566355960415,-14.913287384946878,"Carson McCusker",33098,676812
"Leo Jiménez","TOR","Leo Jiménez",24,14,28,31,2,0,0,1,2,1,2,8,0.071428571,0.133333333,0.178571428,0.14342693090438843,-0.24901483379022427,-16.06032429922555,"Leo Jimenez",23782,677870
"Jerar Encarnacion","SFG","Jerar Encarnacion",27,8,22,22,3,1,0,0,1,0,0,6,0.136363636,0.136363636,0.181818181,0.13712413744492966,-0.15378821426431274,-18.09394070480682,"Jerar Encarnacion",21871,666464
"Justin Foscue","TEX","Justin Foscue",26,4,9,9,1,1,0,0,0,2,0,3,0.111111111,0.111111111,0.222222222,0.13910097546047634,-0.07457545125147044,-18.23873376393687,"Justin Foscue",27501,679822
"MJ Melendez","KCR","MJ Melendez",26,19,54,59,4,1,0,1,4,1,3,21,0.074074074,0.152542372,0.148148148,0.14530886027772547,-0.5649585917356741,-18.38447423315796,"MJ Melendez",22197,669004
"Tyler Callihan","CIN","Tyler Callihan",25,4,6,6,1,0,0,0,0,1,0,1,0.166666666,0.166666666,0.166666666,0.14706852038701376,-0.12564719402926605,-18.555112274974217,"Tyler Callihan",27497,682997
"Nicky Lopez","- - -","Nicky Lopez",30,19,24,28,1,0,0,0,2,1,4,4,0.041666666,0.178571428,0.041666666,0.13030096888542175,-0.2562592672784933,-20.663725418957682,"Nicky Lopez",19339,670032
"Shay Whitcomb","HOU","Shay Whitcomb",26,18,28,28,3,0,0,1,3,1,0,9,0.107142857,0.107142857,0.214285714,0.135793251650674,-0.3139968167810084,-21.347609909593608,"Shay Whitcomb",27789,694376
"Will Robertson","- - -","Will Robertson",27,7,16,18,1,0,0,0,1,1,1,11,0.0625,0.166666666,0.0625,0.12756725483470494,-0.20657155759934942,-22.029885205670993,"Will Robertson",25467,683770
"Chad Stevens","LAA","Chad Stevens",26,5,13,14,2,0,0,0,1,0,0,7,0.153846153,0.153846153,0.153846153,0.13575555728032038,-0.36718685086451375,-23.127183592046002,"Chad Stevens",29614,677060
"Colby Thomas","ATH","Colby Thomas",24,9,20,21,2,1,0,0,1,0,0,13,0.1,0.142857142,0.15,0.13602930307388306,-0.26900880830029195,-24.579994754273475,"Colby Thomas",31855,687515
"Ji Hwan Bae","PIT","Ji Hwan Bae",25,7,11,12,1,0,0,0,3,0,1,5,0.09090909,0.166666666,0.09090909,0.1311595936616262,-0.1354224944336448,-26.456186902412664,"Ji Hwan Bae",23818,678225
"César Salazar","HOU","César Salazar",29,8,7,7,1,0,0,0,0,0,0,1,0.142857142,0.142857142,0.142857142,0.1260587317602975,-0.0877814244034672,-28.053860088090037,"Cesar Salazar",21587,663967
"DaShawn Keirsey Jr.","MIN","DaShawn Keirsey Jr.",28,62,71,74,7,0,0,1,8,4,2,26,0.098591549,0.135135135,0.14084507,0.12752917570036812,-0.8389777897061195,-28.374221798575455,"DaShawn Keirsey Jr.",24496,680577
"Eddie Rosario","- - -","Eddie Rosario",33,5,8,8,1,0,0,0,1,0,0,2,0.125,0.125,0.125,0.11030139029026031,-0.09143520341434913,-31.39798239324079,"Eddie Rosario",12155,592696
"Samad Taylor","SEA","Samad Taylor",26,4,8,9,1,0,0,0,1,0,0,1,0.125,0.125,0.125,0.11030139029026031,-0.11109899594811609,-32.95277335710632,"Samad Taylor",22274,669392
"Jonathan Ornelas","TEX","Jonathan Ornelas",25,4,5,6,0,0,0,0,0,0,1,3,0,0.166666666,0,0.1152506669362386,-0.12417700680344126,-34.66955291054797,"Jonathan Ornelas",24597,680716
"Blaine Crim","TEX","Blaine Crim",28,5,11,13,0,0,0,0,1,0,1,6,0,0.153846153,0,0.10875380497712356,-0.21307362653272402,-39.14533416772683,"Blaine Crim",25714,688760
"Zack Gelof","ATH","Zack Gelof",25,8,25,28,2,0,0,0,3,1,2,13,0.08,0.142857142,0.08,0.11242250885282244,-0.31581965675888135,-40.843053409608316,"Zack Gelof",29766,680869
"Maverick Handley","BAL","Maverick Handley",27,16,41,47,3,0,0,0,2,3,2,18,0.073170731,0.133333333,0.073170731,0.10561192962858412,-0.5850772520784638,-41.27084906842345,"Maverick Handley",26106,668974
"Jacob Amaya","CHW","Jacob Amaya",26,34,62,68,6,1,0,0,6,7,2,15,0.096774193,0.119402985,0.112903225,0.10517869244760542,-0.8198346503079267,-43.271008956103344,"Jacob Amaya",23296,676070
"Drew Avans","- - -","Drew Avans",29,8,17,18,2,0,0,0,1,1,0,6,0.117647058,0.111111111,0.117647058,0.09804568025800917,-0.2805229527034392,-47.698701550916546,"Drew Avans",25183,682183
"J.D. Davis","LAA","J.D. Davis",32,5,9,9,1,0,0,0,0,0,0,3,0.111111111,0.111111111,0.111111111,0.09804568025800917,-0.19107036463916346,-49.106057985426354,"J.D. Davis",16219,605204
"Jordan Lawlar","ARI","Jordan Lawlar",22,8,19,22,0,0,0,0,1,0,3,9,0,0.136363636,0,0.09429600022055885,-0.42257067606535426,-50.808159251665295,"Jordan Lawlar",29976,691783
"Buddy Kennedy","PHI","Buddy Kennedy",26,4,7,8,0,0,0,0,0,0,1,2,0,0.125,0,0.08643800020217896,-0.12743638811081903,-56.8170279074085,"Buddy Kennedy",22505,671083
"Jack Winkler","MIA","Jack Winkler",26,9,11,11,1,0,0,0,1,0,0,4,0.09090909,0.09090909,0.09090909,0.08021919293837114,-0.26760822286343133,-60.80740579739657,"Jack Winkler",29830,676466
"Nick Solak","PIT","Nick Solak",30,4,11,11,1,0,0,0,0,0,0,2,0.09090909,0.09090909,0.09090909,0.08021919293837114,-0.35013950275253897,-61.34985686635776,"Nick Solak",19294,669256
"Nick Ahmed","TEX","Nick Ahmed",35,5,9,10,0,0,0,0,1,0,1,3,0,0.1,0,0.06915040016174316,-0.06924790687738265,-66.42868697845692,"Nick Ahmed",12147,605113
"Luis Vázquez","BAL","Luis Vázquez",25,12,13,13,1,0,0,0,1,1,0,3,0.076923076,0.076923076,0.076923076,0.06787777864016019,-0.20918530704673466,-67.26644614473109,"Luis Vazquez",23442,676679
"Jon Singleton","HOU","Jon Singleton",33,2,6,6,0,0,0,0,0,0,0,1,0,0,0,0,-0.15085149651887447,-100,"Jon Singleton",10441,572138
"Mason McCoy","SDP","Mason McCoy",30,4,5,5,0,0,0,0,0,0,0,3,0,0,0,0,-0.10781523024270598,-100,"Mason McCoy",22232,669200
"Tristin English","ARI","Tristin English",28,3,10,10,0,0,0,0,0,1,0,5,0,0,0,0,-0.23938462515625714,-100,"Tristin English",26148,663536
"Tsung-Che Cheng","PIT","Tsung-Che Cheng",23,3,7,7,0,0,0,0,0,0,0,3,0,0,0,0,-0.14061364918159297,-100,"Tsung-Che Cheng",28344,691907
